age,workclass,education,marital-status,occupation,native-country,relationship,hours-per-week,gender,race,income
15,1,11,0,7,38,1,39,1,0,0
27,3,15,0,7,38,4,78,1,1,0
21,0,15,0,3,38,1,39,0,1,1
13,1,9,2,9,38,0,39,1,1,1
13,1,9,2,9,38,0,78,1,1,1
24,1,9,2,10,38,0,39,1,1,1
21,2,12,2,12,38,0,19,1,1,1
30,1,9,2,9,38,0,70,1,1,1
17,1,15,2,3,38,0,39,1,0,0
28,4,15,2,3,38,0,78,1,1,1
19,3,11,2,4,38,0,78,1,1,0
33,3,15,2,11,38,0,39,1,1,1
20,4,9,2,9,38,0,54,1,1,1
33,1,15,2,2,38,0,54,1,1,1
25,2,15,2,2,38,0,39,1,1,1
31,5,12,0,10,38,1,70,1,1,1
26,3,7,2,3,38,0,49,1,1,1
54,3,9,2,11,38,0,29,1,1,1
13,2,9,4,2,38,3,9,1,1,0
28,1,11,2,2,38,0,39,1,1,1
32,4,9,2,4,38,0,69,1,1,0
4,5,15,4,12,38,3,9,1,1,0
9,5,11,4,2,38,4,49,1,1,0
11,2,15,0,7,38,1,29,0,1,0
23,4,11,2,2,38,0,39,1,1,0
27,0,9,2,9,38,0,39,1,1,1
34,2,11,2,2,38,0,39,1,0,0
14,2,15,4,2,38,1,45,1,1,0
31,0,15,3,3,38,1,39,0,1,1
32,2,15,0,0,38,1,31,0,1,0
23,1,11,2,13,38,0,39,1,1,1
21,2,11,2,9,38,5,39,0,1,0
44,4,14,0,9,38,1,49,1,1,0
1,2,11,4,4,38,3,39,1,1,0
6,2,11,2,13,38,0,59,1,1,1
48,2,11,6,8,38,1,9,0,1,0
30,2,1,4,5,38,3,39,1,1,0
22,2,1,0,7,38,3,39,1,1,0
31,2,9,2,2,38,0,44,1,1,1
29,2,11,2,13,38,0,39,1,1,1
2,2,15,4,7,38,3,19,1,1,0
25,4,9,0,9,38,4,29,0,1,0
38,2,10,2,3,38,0,59,1,1,1
18,2,15,4,7,38,1,29,1,1,0
28,2,11,4,4,38,1,59,1,1,0
20,2,10,2,9,9,0,95,1,1,1
11,2,15,4,8,38,1,39,0,1,0
32,2,9,2,9,38,0,39,1,1,1
30,2,8,2,3,38,0,59,1,1,1
29,5,9,2,9,38,0,9,1,1,1
16,2,11,2,6,38,0,39,1,1,1
29,5,12,2,3,38,0,44,1,1,1
8,2,15,2,2,38,0,39,1,1,0
28,2,15,2,0,38,5,39,0,1,1
3,2,11,4,5,38,3,39,1,1,0
28,5,11,2,3,38,5,39,0,1,1
14,2,15,4,2,38,1,39,1,1,0
22,2,15,0,7,38,1,54,0,1,0
21,2,9,2,11,38,0,49,1,1,1
30,1,15,2,10,38,0,43,1,1,1
22,4,11,2,3,38,0,39,1,1,1
11,2,9,2,11,38,0,49,1,1,1
38,1,11,0,3,38,4,7,1,0,0
5,1,15,4,0,38,3,39,0,0,0
55,4,10,2,9,38,0,24,1,1,1
29,0,15,0,6,38,4,39,1,1,1
35,0,11,0,0,38,1,39,0,1,0
5,2,11,4,4,38,1,49,1,1,0
28,2,15,0,2,38,4,95,1,1,0
11,2,11,4,2,38,1,34,1,1,1
16,1,8,4,10,38,1,69,1,1,1
13,5,15,4,0,38,1,39,0,1,0
25,2,15,2,6,38,0,39,1,1,1
20,3,8,2,11,38,0,39,1,1,1
26,5,9,2,9,38,0,39,1,1,1
19,2,15,0,0,38,4,39,0,1,0
24,5,9,2,9,38,5,47,0,0,1
25,1,12,2,9,38,0,54,1,1,1
52,0,12,0,9,38,1,4,0,1,0
20,2,9,4,2,38,1,39,1,1,0
12,2,15,4,11,38,1,29,1,1,0
30,3,15,2,11,38,0,44,1,1,1
36,2,11,0,13,38,4,39,1,1,0
4,2,1,4,7,38,3,49,1,1,0
31,4,15,0,13,38,1,39,1,1,1
30,2,11,0,3,38,4,44,0,1,1
6,2,9,4,3,38,3,44,0,1,0
40,4,8,2,3,38,0,19,1,1,1
46,2,11,2,11,38,0,24,1,1,0
12,2,9,4,9,38,1,49,1,1,0
40,4,15,0,13,38,1,39,1,1,0
12,2,8,2,5,38,0,39,1,1,1
31,2,12,4,0,38,1,19,0,1,0
26,4,14,2,9,38,0,49,1,1,1
41,2,11,6,0,38,4,39,1,0,0
19,2,9,2,9,38,0,49,1,1,1
18,0,9,2,9,38,0,39,1,1,1
28,2,15,2,3,38,0,39,1,1,1
1,2,1,4,7,38,3,19,0,1,0
25,2,15,0,4,38,1,39,1,1,0
31,4,9,5,2,38,1,49,1,1,0
24,4,11,2,13,38,0,49,1,1,1
9,2,1,2,2,38,0,39,1,1,0
22,2,11,2,13,38,0,39,1,1,1
24,5,11,0,9,38,3,39,1,1,0
13,2,9,2,0,38,0,39,1,1,1
26,5,9,4,9,38,1,39,0,1,1
28,4,9,4,3,38,1,39,0,1,1
42,4,11,6,2,38,1,23,1,1,0
13,2,6,4,11,38,1,39,1,1,0
47,2,9,0,3,38,1,49,0,1,1
12,2,11,4,2,38,1,49,1,1,0
25,2,15,2,2,38,0,49,1,0,1
5,2,0,2,5,38,0,39,1,1,0
12,2,11,2,7,38,5,39,0,1,1
31,4,15,2,4,38,0,49,1,1,1
41,2,15,2,11,38,0,44,1,1,1
40,1,11,2,13,38,0,70,1,1,0
17,4,15,2,4,38,5,29,0,1,0
28,1,9,4,9,38,1,49,0,1,0
40,1,12,2,3,38,0,49,1,1,1
4,2,11,4,2,38,1,39,1,1,0
26,2,11,0,13,38,1,59,1,1,1
38,4,10,0,3,38,1,29,0,1,0
27,2,15,0,6,38,1,49,1,1,1
32,2,11,2,2,38,0,44,1,1,1
16,2,11,2,2,38,0,34,1,1,0
19,2,15,2,2,38,0,39,1,1,0
32,1,11,4,2,38,1,49,1,1,1
17,2,9,2,9,38,5,39,0,1,0
14,4,6,4,2,38,4,46,1,1,0
9,2,0,4,0,38,1,39,0,1,0
23,5,12,0,9,38,4,19,0,1,0
41,2,12,2,3,38,0,49,1,1,1
27,4,11,0,3,38,4,59,0,1,0
0,2,1,4,7,38,3,4,1,1,0
2,5,15,4,7,38,1,23,1,1,0
21,2,15,2,13,38,0,39,1,1,1
20,2,11,4,3,38,1,49,1,1,0
40,2,12,2,9,38,0,59,1,1,1
20,0,9,2,9,38,0,39,1,1,1
18,2,11,4,11,38,3,39,0,1,0
25,4,15,4,3,38,1,39,1,1,1
13,4,9,2,11,38,0,49,1,1,0
32,4,10,2,9,38,0,59,1,1,1
10,2,11,4,7,38,1,39,0,1,0
19,2,9,0,8,38,4,39,0,1,0
10,2,15,4,3,38,1,39,1,1,1
21,2,9,0,3,38,1,39,1,1,1
6,2,11,4,6,38,1,49,1,1,0
6,2,11,4,0,38,1,39,0,1,0
15,2,15,2,2,38,0,35,1,1,1
45,2,11,2,2,38,0,39,1,1,1
2,2,15,4,7,38,1,73,0,1,0
40,4,11,2,4,38,0,29,1,1,0
33,5,9,3,9,38,1,39,1,1,1
16,2,0,4,7,38,4,39,1,1,0
13,2,11,0,7,38,1,39,0,1,0
18,2,11,2,4,38,0,34,1,1,0
39,4,12,0,11,38,1,59,1,1,1
35,2,9,0,2,38,4,24,1,1,0
37,2,9,2,9,38,0,39,1,1,1
26,2,15,2,11,38,0,42,1,1,1
11,2,15,2,11,38,0,39,1,1,1
24,5,9,4,12,38,1,42,0,1,0
24,2,11,2,2,38,0,59,1,1,1
0,1,0,4,7,38,3,24,0,1,0
28,5,8,0,12,38,4,39,0,1,0
18,4,7,2,2,38,0,39,1,1,1
13,2,15,0,0,1,1,34,0,1,0
19,2,15,0,0,38,4,39,0,1,0
40,5,11,5,7,38,1,34,0,1,0
34,0,9,2,9,38,0,39,1,1,1
16,2,11,2,3,38,0,44,1,1,0
10,2,15,4,11,38,1,49,1,1,0
18,2,11,4,7,38,3,29,1,1,0
20,2,8,0,11,38,4,39,0,1,1
6,0,7,4,3,38,4,31,0,1,0
3,2,15,4,0,38,1,24,0,1,0
3,2,15,4,9,38,1,39,0,1,0
3,2,15,4,4,38,1,70,1,1,0
6,2,15,4,9,38,1,44,1,1,0
27,2,9,2,3,38,0,55,1,1,1
42,2,6,2,13,38,0,59,1,1,1
21,2,9,2,3,38,5,39,0,1,1
3,2,15,4,0,38,1,24,1,1,0
30,1,9,2,9,38,5,44,0,1,1
46,2,11,6,0,38,4,39,0,1,0
42,2,15,2,2,38,0,42,1,1,1
45,2,11,2,13,38,0,39,1,1,1
4,2,11,4,10,38,1,39,1,1,0
7,5,9,4,9,38,1,39,1,1,0
23,2,10,2,9,38,0,54,1,1,1
10,2,11,0,11,38,4,36,0,1,0
7,2,11,4,7,38,1,39,0,1,0
2,2,1,4,11,38,1,11,1,1,0
24,2,15,0,3,38,1,39,1,1,1
7,2,15,4,0,38,4,19,0,1,0
20,0,15,0,12,38,4,19,0,0,0
24,0,15,0,0,38,2,37,0,0,0
24,4,7,2,2,38,0,59,1,1,1
7,2,8,4,10,38,1,59,1,1,0
18,2,15,2,5,38,0,39,1,1,0
36,0,9,2,3,38,0,39,1,1,1
15,2,15,0,2,38,4,39,1,1,1
46,2,5,3,7,38,4,39,0,0,0
39,4,15,3,4,38,1,19,0,1,1
17,2,8,0,0,38,4,39,0,1,0
17,2,1,4,7,38,1,29,1,1,0
28,2,11,0,0,38,4,39,0,1,0
7,2,11,4,5,38,2,39,1,1,0
20,2,11,0,3,38,1,34,1,1,0
27,4,11,2,4,38,0,39,1,1,1
31,1,12,4,9,38,1,51,0,1,1
20,4,15,2,4,38,0,81,1,1,0
23,2,11,4,3,38,1,42,1,0,1
21,2,15,0,3,38,1,41,0,1,0
13,2,9,4,2,38,1,69,1,1,1
13,4,8,0,2,38,1,48,1,1,0
28,2,11,0,2,38,1,39,1,1,0
14,3,9,4,4,38,1,44,0,1,0
31,2,15,2,3,38,0,39,1,1,1
4,5,15,4,0,38,3,29,1,1,0
15,4,15,2,4,38,0,64,1,1,0
58,4,11,2,4,38,0,29,1,1,0
35,0,11,2,12,38,0,39,1,1,1
42,4,9,2,9,38,0,49,1,1,1
18,2,11,2,6,38,0,29,1,1,1
22,2,1,2,13,38,0,39,1,1,1
34,2,11,2,4,38,0,78,1,1,1
41,4,15,2,4,38,0,39,1,1,1
25,4,15,2,4,38,0,59,1,1,0
31,3,11,2,4,38,0,39,1,1,1
8,2,15,2,3,38,0,39,1,1,1
22,4,0,2,13,38,0,69,1,1,0
32,2,11,2,6,38,0,39,1,1,1
26,3,10,2,9,38,5,69,0,1,1
15,4,9,2,4,38,0,69,1,1,1
11,0,15,2,0,38,0,39,1,1,1
14,2,11,2,3,38,0,53,1,1,1
25,0,15,2,0,38,0,39,1,1,1
37,4,5,2,6,38,0,49,1,1,1
39,4,9,2,7,38,0,39,1,1,0
28,1,9,2,9,38,0,44,1,1,1
5,2,11,2,2,38,3,39,1,1,0
10,4,11,4,2,38,1,29,1,1,0
19,2,15,2,3,38,0,51,1,1,1
36,2,11,2,11,38,0,39,1,1,1
10,2,11,2,4,38,0,39,1,1,0
14,2,8,0,6,38,4,42,1,1,0
21,2,9,2,9,38,0,59,1,1,1
16,5,15,2,2,38,0,3,1,1,0
5,5,15,2,7,38,0,24,1,1,0
19,2,0,2,2,38,0,39,1,1,1
41,5,9,2,3,38,0,39,1,1,1
50,4,11,2,4,38,0,34,1,1,1
10,2,9,4,0,38,1,39,0,1,1
6,2,11,0,7,38,1,23,0,1,0
4,2,15,4,11,38,1,39,0,1,0
30,2,11,0,7,38,1,3,0,1,0
28,2,15,2,13,38,0,47,1,1,1
16,2,11,2,11,38,0,39,1,1,1
15,2,9,4,0,38,1,39,1,1,0
20,2,11,2,4,38,0,39,1,1,1
22,5,9,0,3,38,1,39,1,1,1
7,2,8,2,2,38,5,39,0,1,0
18,1,9,0,9,38,4,39,0,1,0
29,2,15,2,11,38,0,44,1,1,1
24,0,15,2,0,38,5,39,0,0,1
44,2,15,2,11,38,0,39,1,1,1
37,2,8,2,13,38,0,19,1,1,1
31,2,11,0,0,38,1,39,0,1,0
40,2,11,5,7,38,4,39,0,0,0
2,2,11,4,11,38,3,24,0,0,0
11,2,11,0,11,38,1,39,1,0,1
12,2,9,2,3,38,5,39,0,1,1
26,1,9,0,9,38,4,49,0,1,1
35,2,11,0,2,38,1,39,1,1,1
19,1,8,0,3,38,1,49,1,1,0
4,5,15,4,3,38,3,9,1,1,0
2,4,15,4,11,38,3,15,0,1,0
41,1,12,4,3,38,1,39,0,0,1
47,4,15,6,3,38,1,59,0,1,0
24,2,11,2,2,38,0,39,1,1,1
16,2,7,4,0,38,1,39,0,1,0
33,2,9,2,9,38,0,49,1,1,0
11,2,0,0,6,38,3,39,0,1,0
24,4,15,2,2,38,0,39,1,1,1
6,2,11,4,2,38,3,39,1,1,0
18,5,8,2,12,38,0,44,1,1,1
36,0,9,2,10,38,0,39,1,1,1
4,2,15,4,7,38,3,39,0,1,0
5,2,15,4,13,38,1,39,1,1,0
6,2,15,4,0,38,1,49,1,1,0
40,1,11,6,13,38,1,39,0,1,0
5,2,15,2,3,38,5,39,0,1,0
4,2,15,4,11,38,1,39,1,1,0
37,2,6,5,2,38,4,39,1,1,1
11,2,11,4,5,38,3,39,1,1,0
31,2,11,2,13,38,0,39,1,1,1
15,2,15,2,4,38,0,59,1,1,0
13,4,15,2,6,38,0,39,1,1,0
22,2,11,2,3,38,0,39,1,1,1
32,4,15,2,2,38,0,39,1,1,1
46,1,11,2,3,38,0,54,1,1,0
11,2,9,4,3,38,3,49,1,1,1
36,1,6,2,3,38,0,39,1,1,1
3,2,11,4,5,38,3,39,1,1,0
7,2,9,4,7,38,1,31,0,1,0
10,2,15,4,7,38,1,24,1,1,0
8,2,15,4,7,38,1,47,1,1,0
32,4,10,0,9,1,4,62,1,1,1
8,2,9,4,2,1,3,29,1,1,1
15,2,15,0,9,38,1,29,0,1,0
16,2,15,4,9,38,1,15,0,1,0
23,4,15,2,9,38,0,19,1,1,0
24,4,10,4,9,38,1,29,1,1,0
15,3,11,2,3,38,0,44,1,1,1
4,2,11,4,4,38,1,39,1,1,1
31,2,8,2,5,38,0,39,1,1,1
34,2,15,2,3,38,0,59,1,1,1
31,2,15,0,9,38,1,49,0,1,1
21,4,1,2,3,38,0,44,1,1,1
14,4,15,2,2,38,0,39,1,1,0
32,4,15,2,2,38,0,39,1,1,1
35,1,0,2,2,38,0,39,1,1,1
25,2,9,0,3,38,4,39,0,1,1
3,2,15,4,9,38,1,34,1,1,0
8,2,9,4,9,38,1,29,1,1,0
15,2,2,2,5,38,0,39,1,1,1
21,2,11,2,0,38,0,54,1,1,0
26,2,11,2,6,38,0,64,1,1,1
29,2,5,5,7,38,1,31,0,1,0
12,2,11,0,11,38,1,39,1,1,0
22,4,8,2,13,38,0,69,1,1,1
33,0,15,2,0,38,0,39,1,1,1
3,5,15,4,7,38,3,19,0,1,0
23,3,15,2,4,38,0,49,1,1,0
18,2,11,0,2,38,4,39,1,1,1
33,0,15,0,3,38,4,39,1,1,1
29,2,9,0,3,38,2,39,1,1,1
25,2,9,2,11,38,0,39,1,1,1
32,2,15,2,4,38,0,49,1,1,1
0,2,1,4,4,38,3,44,1,1,0
52,5,11,2,10,38,0,39,1,1,0
20,4,15,2,4,38,0,39,1,1,0
18,2,9,2,3,38,0,39,1,1,1
40,3,14,2,9,38,0,35,1,1,1
30,4,9,2,11,38,0,59,1,1,0
4,2,15,4,11,38,3,19,0,1,0
36,2,15,2,2,38,0,46,1,1,1
26,1,12,2,9,38,0,39,1,1,1
46,3,15,6,11,38,1,59,0,1,1
18,5,15,0,0,38,4,14,0,1,0
31,2,1,2,5,38,0,59,1,1,0
21,2,9,2,7,38,0,69,1,1,1
35,2,11,0,13,38,4,39,1,1,0
32,2,15,2,12,38,0,39,1,1,1
19,4,5,2,6,38,0,44,1,1,1
48,2,0,2,5,38,0,21,1,1,1
31,2,8,5,7,38,1,29,0,1,0
33,1,0,4,7,38,1,39,1,1,0
28,3,14,2,9,38,0,54,1,1,1
45,1,11,6,7,1,1,39,0,1,0
15,2,0,2,5,38,0,39,1,0,1
19,2,15,2,11,38,0,39,1,1,1
25,0,9,2,3,38,0,39,1,1,1
15,2,15,0,0,38,4,37,0,1,0
23,0,15,4,0,38,1,49,0,1,1
24,2,2,0,13,38,1,81,1,1,1
16,2,15,2,11,38,0,39,1,1,0
11,2,15,4,7,38,4,34,0,1,0
17,1,7,0,0,38,4,9,0,1,0
14,2,11,5,5,38,1,64,1,1,0
9,2,15,0,9,38,1,39,0,1,0
32,0,11,6,3,38,1,19,0,1,0
16,2,9,2,9,38,0,64,1,1,1
17,2,11,3,6,38,4,39,0,1,0
19,2,9,2,3,38,0,39,1,1,1
26,2,15,0,0,38,4,39,0,1,0
1,2,1,4,7,38,3,24,0,1,0
33,2,9,2,12,38,0,39,1,1,1
0,2,0,4,7,38,3,14,0,1,0
0,2,5,4,11,38,3,7,1,1,0
28,2,9,2,9,21,0,39,1,1,1
11,4,8,2,4,38,0,59,1,1,0
12,2,11,2,4,38,0,39,1,1,0
41,2,11,2,11,38,0,39,1,1,1
24,1,15,2,0,38,0,39,1,1,1
40,4,5,6,4,38,4,39,1,1,0
6,4,8,4,4,38,3,39,1,1,0
3,2,15,4,2,38,3,39,1,1,0
46,2,1,4,4,38,1,11,1,1,0
28,4,8,2,4,38,0,59,1,1,0
28,4,8,2,4,38,0,59,1,1,0
20,5,11,5,7,38,4,39,0,1,0
28,1,12,4,9,38,1,39,0,1,1
23,1,12,2,3,38,0,54,1,0,1
32,2,11,2,3,38,0,59,1,1,1
31,3,11,2,2,38,0,35,1,1,1
12,2,15,0,0,38,1,35,1,1,0
17,2,15,0,6,38,1,39,0,1,0
22,2,11,2,7,38,5,39,0,1,1
51,2,11,2,13,38,0,11,1,1,0
27,2,11,2,3,38,0,39,1,0,1
6,2,15,4,5,38,3,39,1,0,0
37,2,11,4,11,38,1,39,1,1,0
10,2,15,2,11,34,0,54,1,0,1
4,5,15,4,9,38,1,7,0,1,0
4,5,15,4,12,38,1,49,0,1,0
18,2,15,4,7,38,1,29,0,1,0
10,2,15,4,7,38,1,23,1,1,0
27,2,9,2,2,38,0,39,1,1,1
8,2,9,4,9,38,1,49,0,1,0
12,2,9,4,9,38,1,49,0,1,0
20,2,11,2,2,38,0,39,1,1,0
21,2,15,5,7,38,4,39,0,1,0
22,4,15,2,2,38,0,49,1,0,1
21,2,9,2,9,38,0,69,1,0,1
44,4,11,2,4,38,5,39,0,1,0
19,2,11,2,3,38,0,49,1,1,1
1,2,1,4,5,38,3,14,1,1,0
37,1,10,2,3,38,0,59,1,1,1
16,2,10,2,9,38,0,44,1,1,1
30,0,9,2,10,38,0,44,1,1,1
1,2,0,4,7,38,3,14,0,1,0
13,5,9,0,12,38,1,39,0,1,1
32,3,9,2,11,38,0,49,1,1,1
1,2,1,4,2,38,3,4,1,1,0
31,2,12,2,9,38,0,73,1,1,1
5,1,15,4,9,38,3,24,0,1,0
31,1,11,2,7,38,0,39,1,1,1
29,3,11,2,4,38,0,39,1,1,1
27,3,11,2,4,38,0,59,1,1,1
43,2,5,4,13,38,1,47,1,1,1
46,2,0,6,7,38,1,30,0,1,0
17,5,9,2,9,38,0,39,1,1,1
27,4,9,2,3,38,0,39,1,1,1
30,0,15,2,2,38,0,39,1,1,1
28,2,15,2,11,38,0,39,1,1,1
7,2,11,0,6,38,1,39,1,1,0
17,2,12,2,3,38,0,39,1,1,1
26,2,15,2,11,38,0,69,1,1,1
9,2,15,4,0,38,1,39,0,1,0
22,2,9,0,3,38,4,49,0,1,1
5,2,9,4,4,38,3,39,1,1,0
40,3,9,2,11,38,5,39,0,1,1
31,2,15,0,6,38,4,39,1,1,0
10,2,11,0,2,38,1,44,1,1,1
19,0,9,2,3,38,0,44,1,1,1
27,2,9,0,7,38,3,39,0,1,0
25,2,11,2,5,38,0,39,1,1,0
18,2,11,2,13,38,0,39,1,1,1
40,1,11,2,3,38,0,39,1,1,1
18,2,15,4,13,38,1,39,1,1,0
20,2,11,4,4,38,1,44,1,1,0
30,4,1,2,4,38,0,59,1,1,0
13,2,15,2,13,38,0,78,1,1,1
39,2,8,4,4,38,1,69,1,1,0
34,5,12,2,9,38,0,69,1,1,1
2,4,15,4,4,38,3,49,1,1,0
13,1,0,2,2,38,0,39,1,1,1
57,4,2,2,7,1,0,19,1,1,0
10,2,11,2,6,38,0,39,1,1,1
42,2,11,6,7,38,1,35,0,1,0
27,4,15,2,6,38,0,56,1,1,0
24,2,9,0,11,38,1,55,1,1,1
15,2,11,2,5,38,0,39,1,1,1
2,2,6,4,5,38,3,24,1,1,0
26,0,11,2,0,38,0,54,1,1,1
25,4,11,0,3,38,4,54,1,1,0
27,4,15,2,4,38,0,44,1,1,1
20,2,15,2,2,38,0,39,1,1,0
34,5,15,0,9,38,1,39,0,1,0
33,2,11,2,6,38,0,47,1,1,1
18,2,11,2,2,38,0,37,1,1,1
15,1,5,2,7,38,0,39,1,1,0
3,2,11,4,5,38,3,34,1,1,0
14,2,11,2,6,38,0,39,1,1,1
13,2,11,4,11,38,1,29,0,1,0
26,2,2,2,13,38,0,39,1,1,1
5,2,15,4,12,38,3,39,1,1,0
24,2,11,2,3,38,0,39,1,1,1
4,5,15,4,7,38,3,10,0,1,0
1,2,1,4,7,38,3,19,0,1,0
39,2,8,2,12,38,0,39,1,1,1
12,2,11,2,2,38,0,39,1,1,1
23,2,9,2,9,38,0,49,1,1,1
0,2,1,4,8,38,3,23,0,1,0
21,2,15,4,7,38,1,29,0,1,0
28,2,11,0,7,38,1,29,0,1,0
43,1,9,5,9,38,4,54,0,1,1
7,2,15,4,2,38,3,44,1,1,1
20,2,9,4,4,38,1,29,1,1,0
19,2,15,2,2,38,0,59,1,1,1
36,3,12,2,3,38,0,39,1,1,1
10,2,8,5,0,38,4,39,0,1,0
13,2,9,2,11,38,0,39,1,1,1
21,5,15,0,12,38,4,9,0,1,0
26,2,15,2,2,38,0,39,1,1,1
35,4,12,2,3,29,0,39,1,0,1
5,2,9,4,9,38,3,39,0,1,0
2,5,15,4,0,38,3,14,1,1,0
21,4,11,2,3,38,0,49,1,1,0
1,2,1,4,7,38,3,19,1,0,0
22,2,7,0,3,38,4,39,1,1,1
25,2,15,0,0,38,4,39,0,1,1
36,2,11,4,4,38,1,9,1,1,0
22,2,11,0,7,38,4,39,0,1,0
16,2,11,2,2,38,0,39,1,1,0
19,4,9,2,11,38,0,39,1,1,1
28,0,9,2,0,38,0,44,1,1,1
25,2,8,0,0,38,4,39,0,1,1
18,4,11,2,3,38,0,59,1,1,1
10,2,8,2,12,38,0,39,1,1,1
6,2,11,2,6,38,5,39,0,1,1
37,4,15,2,11,38,0,39,1,1,0
28,5,12,0,3,38,1,69,0,1,1
29,2,11,0,7,38,1,24,1,1,0
3,2,15,4,7,38,4,24,0,1,0
6,2,7,4,2,38,2,39,1,1,0
17,2,1,0,13,38,4,59,1,1,1
27,5,12,4,9,38,1,59,0,1,1
21,2,9,0,0,38,4,39,0,1,0
13,2,15,2,13,38,0,39,1,1,1
32,4,0,0,4,38,4,69,1,1,0
8,4,15,4,4,38,3,49,0,1,0
8,2,15,4,4,38,3,59,1,1,0
17,4,11,2,4,38,5,11,0,1,0
24,4,15,2,4,38,0,49,1,1,1
49,1,8,6,9,38,1,19,0,1,0
23,5,9,2,9,38,0,39,1,1,1
9,2,9,4,0,38,1,19,0,1,0
19,1,11,2,9,38,0,39,1,1,1
17,5,9,2,9,38,0,39,1,1,1
32,2,15,2,11,38,0,43,1,1,1
32,1,12,2,9,38,0,39,1,1,1
17,2,9,4,11,38,4,40,0,1,0
12,2,15,4,7,38,1,33,0,1,0
24,0,15,4,10,38,3,39,1,1,0
11,2,5,2,2,38,0,39,1,1,0
7,4,1,4,7,38,4,39,0,0,0
8,0,11,4,5,38,1,39,1,0,0
44,3,15,2,11,38,0,35,1,1,1
7,2,9,4,11,38,3,39,1,1,0
63,4,1,2,3,38,0,24,1,1,0
7,1,15,4,10,38,1,39,1,1,0
23,2,15,0,11,38,1,19,0,1,0
2,2,15,4,0,38,1,17,0,1,0
14,2,15,2,0,38,0,49,1,1,1
24,2,11,2,13,38,0,39,1,1,0
8,1,9,2,9,38,5,49,0,1,1
6,2,15,4,3,38,1,39,1,1,0
8,5,9,4,11,38,1,39,0,1,0
10,2,11,4,12,38,1,39,1,1,0
27,1,9,4,9,38,1,54,1,1,1
25,4,11,2,3,38,0,49,1,1,1
11,2,15,4,3,38,1,59,1,1,1
9,2,15,0,0,38,1,39,0,1,0
14,5,9,4,9,38,1,39,0,1,0
23,2,15,0,7,38,4,29,0,1,0
36,0,11,2,0,38,0,39,1,1,1
33,2,11,3,5,38,4,39,0,1,0
13,0,15,2,0,38,3,39,1,1,0
21,2,9,2,3,38,0,49,1,1,1
21,3,9,4,3,38,1,59,1,1,0
38,3,11,2,3,38,0,59,1,1,1
23,3,12,2,11,38,0,69,1,1,1
14,5,9,0,9,38,1,39,1,1,1
32,2,12,2,3,38,0,49,1,1,1
2,2,11,4,11,38,3,39,0,1,0
37,2,12,2,11,38,0,54,1,1,1
27,3,10,2,9,38,0,59,1,1,1
17,2,9,4,11,38,1,44,1,1,1
9,2,15,0,3,38,1,39,1,1,0
6,0,15,4,5,38,1,39,1,1,0
27,2,11,2,3,38,0,39,1,1,1
4,2,0,4,6,38,3,39,1,1,0
31,2,15,2,13,38,0,39,1,1,1
3,2,11,4,11,38,3,39,1,1,0
37,1,12,0,9,38,1,39,0,1,1
11,2,9,2,3,38,0,44,1,1,1
4,2,7,4,7,38,2,14,1,1,0
12,2,9,4,9,38,1,39,1,1,0
28,2,9,2,9,38,0,39,1,1,1
29,2,12,2,3,38,0,44,1,1,1
3,2,11,4,7,38,3,34,1,1,0
49,4,9,2,11,38,0,19,1,1,0
5,2,15,4,0,38,1,29,0,1,0
7,2,11,5,11,38,4,47,0,1,0
13,2,11,4,0,38,4,41,1,1,0
11,2,11,4,13,38,2,37,1,1,0
35,2,15,2,0,38,0,39,1,1,1
14,2,11,4,7,38,1,55,0,1,0
12,2,9,2,3,38,0,39,1,1,1
29,2,11,0,0,38,1,39,0,1,1
23,2,9,0,2,38,3,39,0,1,0
32,5,9,2,0,38,0,39,1,1,1
7,2,9,2,3,38,5,39,0,1,1
7,2,15,4,11,38,3,42,1,1,0
17,2,11,2,11,38,0,39,1,1,1
25,2,15,2,3,38,0,49,1,1,1
26,2,11,4,2,38,1,45,0,1,0
5,2,1,4,13,38,1,64,1,1,0
5,2,11,4,13,38,1,69,1,1,0
3,2,15,4,6,38,1,39,0,1,0
3,2,15,4,0,38,1,39,0,1,0
6,2,11,4,0,38,4,39,0,1,0
12,2,15,2,12,38,0,49,1,1,0
11,2,11,2,11,38,0,39,1,1,1
20,2,11,0,11,38,1,59,1,1,0
8,1,11,0,0,38,1,39,0,1,0
9,2,11,0,2,38,1,54,1,1,1
26,2,15,2,2,38,0,39,1,1,1
9,4,11,2,3,11,0,39,1,1,0
33,2,15,2,11,38,0,59,1,1,1
0,2,0,4,5,38,3,19,1,1,0
39,5,15,2,3,38,0,39,1,1,1
4,2,11,4,7,38,3,39,1,1,0
23,2,12,2,3,38,0,45,1,1,1
28,5,12,0,10,38,1,49,1,1,1
14,5,12,2,9,38,0,39,1,1,1
27,2,15,2,12,38,0,43,1,1,1
56,4,11,2,11,38,5,24,0,1,0
25,2,7,2,9,38,0,49,1,1,1
32,2,9,4,0,38,1,39,0,1,1
35,4,15,2,11,38,0,54,1,1,1
39,4,11,0,3,38,1,49,1,1,1
17,2,1,4,13,38,4,39,1,1,0
16,2,9,4,2,38,1,39,1,1,1
19,2,15,0,9,38,1,39,0,1,1
22,2,11,2,9,38,0,39,1,1,1
7,2,11,2,11,38,5,39,0,1,1
9,2,9,4,6,38,2,39,1,1,1
